plan_id,plan_date,facility_id,shift_id,forecast_orders,target_capacity_orders,baseline_fte,baseline_contract,baseline_overtime_hours,baseline_capacity_orders,baseline_labour_cost_inr,recommended_fte,recommended_contract,recommended_overtime_hours,optimized_capacity_orders,optimized_labour_cost_inr,baseline_capacity_gap,optimized_capacity_gap,baseline_utilization,optimized_utilization,cost_savings_inr,cost_savings_pct,overtime_reduction_hours
153,2026-08-11,FC_BLR,S3,2321,2390.6,21,8,2,2323.2,44743.6,29,0,0,2408.9,42363.2,-67.4,18.3,0.9991,0.9635,2380.4,0.0532,2
154,2026-08-11,FC_DEL,S1,3477,3581.3,30,10,0,3503.2,56640.0,40,0,0,3642.2,54400.0,-78.1,60.9,0.9925,0.9546,2240.0,0.0395,0
155,2026-08-11,FC_DEL,S2,3905,4022.2,34,12,4,3905.4,68268.4,43,4,0,4061.5,66760.48,-116.8,39.3,0.9999,0.9615,1507.92,0.0221,4
156,2026-08-11,FC_DEL,S3,2402,2474.1,24,9,0,2547.4,51585.6,31,0,0,2497.0,46376.0,73.3,22.9,0.9429,0.962,5209.6,0.101,0
157,2026-08-11,FC_KOL,S1,2385,2456.6,22,8,0,2520.1,39040.0,28,0,1,2459.5,35180.0,63.5,2.9,0.9464,0.9697,3860.0,0.0989,-1
158,2026-08-11,FC_KOL,S2,2768,2851.0,26,9,0,2831.3,46844.4,33,1,1,2857.1,44154.04,-19.7,6.1,0.9776,0.9688,2690.36,0.0574,-1
159,2026-08-11,FC_KOL,S3,1699,1750.0,16,6,8,1701.3,33598.4,23,0,0,1780.2,31574.4,-48.7,30.2,0.9986,0.9544,2024.0,0.0602,8
160,2026-08-11,FC_MUM,S1,2985,3074.6,26,9,0,3030.9,50456.0,34,0,1,3081.5,47319.0,-43.7,6.9,0.9849,0.9687,3137.0,0.0622,-1
161,2026-08-11,FC_MUM,S2,3425,3527.8,33,11,0,3668.1,65260.8,39,2,0,3533.6,58907.76,140.3,5.8,0.9337,0.9693,6353.04,0.0973,0
162,2026-08-11,FC_MUM,S3,2251,2318.5,22,8,0,2294.5,47643.2,29,0,1,2326.4,44438.9,-24.0,7.9,0.981,0.9676,3204.3,0.0673,-1
163,2026-08-11,FC_HYD,S1,2765,2848.0,24,8,0,2842.2,42624.0,31,0,0,2866.8,39680.0,-5.8,18.8,0.9728,0.9645,2944.0,0.0691,0
164,2026-08-11,FC_HYD,S2,3062,3153.9,27,10,0,3149.4,50923.2,36,0,0,3201.1,47462.4,-4.5,47.2,0.9722,0.9565,3460.8,0.068,0
165,2026-08-11,FC_HYD,S3,1858,1913.7,18,7,0,1954.6,36801.6,24,0,0,1963.4,33792.0,40.9,49.7,0.9506,0.9463,3009.6,0.0818,0
166,2026-08-12,FC_BLR,S1,3346,3446.4,28,10,0,3421.4,52544.0,37,0,0,3474.3,49136.0,-25.0,27.9,0.978,0.9631,3408.0,0.0649,0
167,2026-08-12,FC_BLR,S2,3707,3818.2,32,11,0,3727.2,61173.76,39,4,0,3825.9,59674.08,-91.0,7.7,0.9946,0.9689,1499.68,0.0245,0
168,2026-08-12,FC_BLR,S3,2367,2438.0,22,8,0,2388.1,45654.4,30,0,0,2491.9,43824.0,-49.9,53.9,0.9912,0.9499,1830.4,0.0401,0
169,2026-08-12,FC_DEL,S1,3472,3576.2,30,10,0,3503.2,56640.0,40,0,0,3642.2,54400.0,-73.0,66.0,0.9911,0.9533,2240.0,0.0395,0
170,2026-08-12,FC_DEL,S2,4141,4265.2,38,13,0,4291.4,74440.16,43,7,0,4284.1,71655.04,26.2,18.9,0.965,0.9666,2785.12,0.0374,0
171,2026-08-12,FC_DEL,S3,2488,2562.6,25,9,0,2628.0,53081.6,32,0,0,2577.5,47872.0,65.4,14.9,0.9467,0.9653,5209.6,0.0981,0
172,2026-08-12,FC_KOL,S1,2458,2531.7,23,8,0,2607.6,40288.0,29,0,0,2537.4,36192.0,75.9,5.7,0.9426,0.9687,4096.0,0.1017,0
173,2026-08-12,FC_KOL,S2,2700,2781.0,27,9,0,2915.4,48129.84,33,0,1,2785.6,42662.6,134.4,4.6,0.9261,0.9693,5467.24,0.1136,-1
174,2026-08-12,FC_KOL,S3,1719,1770.6,18,7,0,1853.9,35860.0,23,0,0,1780.2,31574.4,83.3,9.6,0.9272,0.9656,4285.6,0.1195,0
175,2026-08-12,FC_MUM,S1,3155,3249.7,27,10,0,3197.0,53448.0,36,0,0,3252.3,49824.0,-52.7,2.6,0.9869,0.9701,3624.0,0.0678,0
176,2026-08-12,FC_MUM,S2,3639,3748.2,34,12,0,3827.9,68342.56,39,5,0,3752.2,63876.48,79.7,4.0,0.9507,0.9698,4466.08,0.0653,0
177,2026-08-12,FC_MUM,S3,2259,2326.8,24,8,0,2454.3,50688.0,29,0,2,2335.1,44728.2,127.5,8.3,0.9204,0.9674,5959.8,0.1176,-2
178,2026-08-12,FC_HYD,S1,2693,2773.8,23,8,0,2749.7,41344.0,30,0,0,2774.3,38400.0,-24.1,0.5,0.9794,0.9707,2944.0,0.0712,0
179,2026-08-12,FC_HYD,S2,3102,3195.1,28,10,0,3238.3,52241.6,36,0,0,3201.1,47462.4,43.2,6.0,0.9579,0.969,4779.2,0.0915,0
180,2026-08-12,FC_HYD,S3,1949,2007.5,20,7,0,2118.2,39617.6,25,0,0,2045.2,35200.0,110.7,37.7,0.9201,0.953,4417.6,0.1115,0
181,2026-08-13,FC_BLR,S1,3247,3344.4,27,10,0,3327.5,51216.0,36,0,0,3380.4,47808.0,-16.9,36.0,0.9758,0.9605,3408.0,0.0665,0
182,2026-08-13,FC_BLR,S2,3937,4055.1,34,12,0,3983.9,65491.52,39,7,1,4064.3,64677.82,-71.2,9.2,0.9882,0.9687,813.7,0.0124,-1
183,2026-08-13,FC_BLR,S3,2461,2534.8,24,8,0,2554.2,48576.0,31,0,0,2575.0,45284.8,19.4,40.2,0.9635,0.9557,3291.2,0.0678,0
184,2026-08-13,FC_DEL,S1,3597,3704.9,32,11,0,3762.5,60944.0,41,0,0,3733.2,55760.0,57.6,28.3,0.956,0.9635,5184.0,0.0851,0
185,2026-08-13,FC_DEL,S2,4199,4325.0,37,13,0,4203.9,73039.36,43,8,0,4358.2,73286.56,-121.1,33.2,0.9988,0.9635,-247.2,-0.0034,0
186,2026-08-13,FC_DEL,S3,2579,2656.4,24,9,4,2582.8,52720.8,33,0,0,2658.1,49368.0,-73.6,1.7,0.9985,0.9702,3352.8,0.0636,4
187,2026-08-13,FC_KOL,S1,2538,2614.1,24,8,0,2695.1,41536.0,30,0,0,2624.9,37440.0,81.0,10.8,0.9417,0.9669,4096.0,0.0986,0
188,2026-08-13,FC_KOL,S2,2756,2838.7,26,9,0,2831.3,46844.4,33,1,0,2847.9,43910.96,-7.4,9.2,0.9734,0.9677,2933.44,0.0626,0
189,2026-08-13,FC_KOL,S3,1845,1900.4,18,7,0,1853.9,35860.0,25,0,0,1935.0,34320.0,-46.5,34.6,0.9952,0.9535,1540.0,0.0429,0
190,2026-08-13,FC_MUM,S1,3237,3334.1,30,10,0,3468.1,57600.0,37,0,0,3342.7,51208.0,134.0,8.6,0.9334,0.9684,6392.0,0.111,0
191,2026-08-13,FC_MUM,S2,3619,3727.6,33,11,0,3668.1,65260.8,39,5,0,3752.2,63876.48,-59.5,24.6,0.9866,0.9645,1384.32,0.0212,0
192,2026-08-13,FC_MUM,S3,2291,2359.7,22,8,0,2294.5,47643.2,30,0,0,2397.6,45672.0,-65.2,37.9,0.9985,0.9555,1971.2,0.0414,0
193,2026-08-13,FC_HYD,S1,2907,2994.2,25,9,0,3012.5,45392.0,33,0,0,3051.7,42240.0,18.3,57.5,0.965,0.9526,3152.0,0.0694,0
194,2026-08-13,FC_HYD,S2,3160,3254.8,27,10,2,3168.8,51423.78,36,1,0,3276.0,48995.04,-86.0,21.2,0.9972,0.9646,2428.74,0.0472,2
195,2026-08-13,FC_HYD,S3,1971,2030.1,19,7,0,2036.4,38209.6,25,0,0,2045.2,35200.0,6.3,15.1,0.9679,0.9637,3009.6,0.0788,0
196,2026-08-14,FC_BLR,S1,3455,3558.7,28,10,4,3462.5,53544.0,38,0,0,3568.2,50464.0,-96.2,9.5,0.9978,0.9683,3080.0,0.0575,4
197,2026-08-14,FC_BLR,S2,4177,4302.3,36,12,2,4184.2,68742.2,39,10,2,4302.8,69681.56,-118.1,0.5,0.9983,0.9708,-939.36,-0.0137,0
198,2026-08-14,FC_BLR,S3,2560,2636.8,24,9,0,2624.3,50265.6,32,0,0,2658.1,46745.6,-12.5,21.3,0.9755,0.9631,3520.0,0.07,0
199,2026-08-14,FC_DEL,S1,3861,3976.8,35,12,0,4112.8,66608.0,43,1,0,3992.5,60064.0,136.0,15.7,0.9388,0.9671,6544.0,0.0982,0
200,2026-08-14,FC_DEL,S2,4698,4838.9,42,15,0,4790.0,83306.4,43,15,0,4877.6,84707.2,-48.9,38.7,0.9808,0.9632,-1400.8,-0.0168,0
201,2026-08-14,FC_DEL,S3,2742,2824.3,28,10,0,2937.9,59312.0,35,0,1,2828.0,52643.8,113.6,3.7,0.9333,0.9696,6668.2,0.1124,-1
202,2026-08-14,FC_KOL,S1,2643,2722.3,23,8,4,2646.1,41232.0,32,0,0,2799.9,39936.0,-76.2,77.6,0.9988,0.944,1296.0,0.0314,4
203,2026-08-14,FC_KOL,S2,3070,3162.1,29,10,0,3155.2,52192.16,33,6,0,3205.6,51368.16,-6.9,43.5,0.973,0.9577,824.0,0.0158,0
204,2026-08-14,FC_KOL,S3,1919,1976.6,19,7,0,1931.3,37232.8,26,0,0,2012.4,35692.8,-45.3,35.8,0.9936,0.9536,1540.0,0.0414,0
205,2026-08-14,FC_MUM,S1,3428,3530.8,31,11,0,3634.2,60592.0,39,0,1,3533.2,54239.0,103.4,2.4,0.9433,0.9702,6353.0,0.1048,-1
206,2026-08-14,FC_MUM,S2,3915,4032.5,36,13,0,4074.5,72849.84,39,9,0,4043.6,70501.44,42.0,11.1,0.9609,0.9682,2348.4,0.0322,0
207,2026-08-14,FC_MUM,S3,2477,2551.3,25,9,0,2601.3,53979.2,32,0,0,2557.4,48716.8,50.0,6.1,0.9522,0.9686,5262.4,0.0975,0
208,2026-08-14,FC_HYD,S1,2910,2997.3,25,9,0,3012.5,45392.0,33,0,0,3051.7,42240.0,15.2,54.4,0.966,0.9536,3152.0,0.0694,0
209,2026-08-14,FC_HYD,S2,3587,3694.6,31,11,1,3589.6,57979.73,36,7,0,3725.1,58190.88,-105.0,30.5,0.9993,0.9629,-211.15,-0.0036,1
210,2026-08-14,FC_HYD,S3,2127,2190.8,21,7,0,2200.0,41025.6,27,0,0,2208.8,38016.0,9.2,18.0,0.9668,0.963,3009.6,0.0734,0
211,2026-08-15,FC_BLR,S1,4157,4281.7,34,12,2,4163.8,64084.0,39,8,0,4295.9,64080.0,-117.9,14.2,0.9984,0.9677,4.0,0.0001,2
212,2026-08-15,FC_BLR,S2,4946,5094.4,39,19,0,4968.6,83405.28,39,20,6,5104.0,86532.36,-125.8,9.6,0.9955,0.969,-3127.08,-0.0375,-6
213,2026-08-15,FC_BLR,S3,2935,3023.1,27,9,7,2937.1,56573.0,37,0,0,3073.4,54049.6,-86.0,50.3,0.9993,0.955,2523.4,0.0446,7
214,2026-08-15,FC_DEL,S1,4558,4694.7,41,14,0,4813.4,77936.0,43,10,1,4696.9,74578.0,118.7,2.2,0.9469,0.9704,3358.0,0.0431,-1
215,2026-08-15,FC_DEL,S2,5136,5290.1,43,20,0,5248.5,92864.8,43,21,0,5322.7,94496.32,-41.6,32.6,0.9786,0.9649,-1631.52,-0.0176,0
216,2026-08-15,FC_DEL,S3,3301,3400.0,33,11,0,3408.9,68534.4,42,0,2,3400.7,63399.6,8.9,0.7,0.9683,0.9707,5134.8,0.0749,-2
217,2026-08-15,FC_KOL,S1,3110,3203.3,27,10,1,3116.0,48412.0,33,4,2,3204.2,47448.0,-87.3,0.9,0.9981,0.9706,964.0,0.0199,-1
218,2026-08-15,FC_KOL,S2,3682,3792.5,33,15,0,3849.4,64791.12,33,14,2,3796.4,63785.84,56.9,3.9,0.9565,0.9699,1005.28,0.0155,-2
219,2026-08-15,FC_KOL,S3,2216,2282.5,23,8,0,2306.8,44316.8,30,0,0,2322.0,41184.0,24.3,39.5,0.9606,0.9543,3132.8,0.0707,0
220,2026-08-15,FC_MUM,S1,3909,4026.3,35,12,0,4071.3,67736.0,39,7,0,4053.8,65232.0,45.0,27.5,0.9601,0.9643,2504.0,0.037,0
221,2026-08-15,FC_MUM,S2,4693,4833.8,39,18,0,4699.4,85407.6,39,20,0,4845.1,88720.08,-134.4,11.3,0.9986,0.9686,-3312.48,-0.0388,0
222,2026-08-15,FC_MUM,S3,2923,3010.7,29,10,0,2988.0,61837.6,38,0,0,3036.9,57851.2,-22.7,26.2,0.9782,0.9625,3986.4,0.0645,0
223,2026-08-15,FC_HYD,S1,3540,3646.2,30,10,0,3552.8,53280.0,36,4,1,3650.7,52275.0,-93.4,4.5,0.9964,0.9697,1005.0,0.0189,-1
224,2026-08-15,FC_HYD,S2,3981,4100.4,35,12,0,4010.4,64535.68,36,12,1,4109.1,66104.37,-90.0,8.7,0.9927,0.9688,-1568.69,-0.0243,-1
225,2026-08-15,FC_HYD,S3,2563,2639.9,24,8,6,2567.9,48490.2,33,0,0,2699.6,46464.0,-72.0,59.7,0.9981,0.9494,2026.2,0.0418,6
226,2026-08-16,FC_BLR,S1,3657,3766.7,30,11,0,3688.4,56736.0,39,2,0,3820.5,54864.0,-78.3,53.8,0.9915,0.9572,1872.0,0.033,0
227,2026-08-16,FC_BLR,S2,4166,4291.0,36,13,0,4240.7,69809.28,39,10,1,4292.9,69424.06,-50.3,1.9,0.9824,0.9704,385.22,0.0055,-1
228,2026-08-16,FC_BLR,S3,2623,2701.7,25,9,0,2707.4,51726.4,33,0,0,2741.1,48206.4,5.7,39.4,0.9688,0.9569,3520.0,0.0681,0
229,2026-08-16,FC_DEL,S1,4133,4257.0,36,13,0,4281.0,69552.0,43,5,0,4301.1,66400.0,24.0,44.1,0.9654,0.9609,3152.0,0.0453,0
230,2026-08-16,FC_DEL,S2,4979,5128.4,43,18,0,5100.1,89601.76,43,19,0,5174.3,91233.28,-28.3,45.9,0.9763,0.9623,-1631.52,-0.0182,0
231,2026-08-16,FC_DEL,S3,2938,3026.1,29,10,0,3018.4,60808.0,38,0,0,3060.8,56848.0,-7.7,34.7,0.9734,0.9599,3960.0,0.0651,0
232,2026-08-16,FC_KOL,S1,2867,2953.0,27,9,0,3032.0,46728.0,33,1,0,2961.8,42632.0,79.0,8.8,0.9456,0.968,4096.0,0.0877,0
233,2026-08-16,FC_KOL,S2,3228,3324.8,30,10,0,3239.4,53477.6,33,8,0,3348.7,54351.04,-85.4,23.9,0.9965,0.964,-873.44,-0.0163,0
234,2026-08-16,FC_KOL,S3,2060,2121.8,21,7,0,2086.1,39978.4,28,0,0,2167.2,38438.4,-35.7,45.4,0.9875,0.9505,1540.0,0.0385,0
235,2026-08-16,FC_MUM,S1,3709,3820.3,31,11,8,3713.1,62696.0,39,4,0,3826.5,60408.0,-107.2,6.2,0.9989,0.9693,2288.0,0.0365,8
236,2026-08-16,FC_MUM,S2,4383,4514.5,39,15,0,4480.8,80438.88,39,16,0,4553.7,82095.12,-33.7,39.2,0.9782,0.9625,-1656.24,-0.0206,0
237,2026-08-16,FC_MUM,S3,2705,2786.2,27,10,0,2828.1,58792.8,35,0,0,2797.1,53284.0,41.9,10.9,0.9565,0.9671,5508.8,0.0937,0
238,2026-08-16,FC_HYD,S1,3194,3289.8,28,10,0,3367.8,50720.0,36,0,0,3329.2,46080.0,78.0,39.4,0.9484,0.9594,4640.0,0.0915,0
239,2026-08-16,FC_HYD,S2,3346,3446.4,29,10,2,3346.6,54060.58,36,4,0,3500.5,53592.96,-99.8,54.1,0.9998,0.9559,467.62,0.0086,2
240,2026-08-16,FC_HYD,S3,2362,2432.9,24,9,0,2583.1,48523.2,30,0,0,2454.2,42240.0,150.2,21.3,0.9144,0.9624,6283.2,0.1295,0
241,2026-08-17,FC_BLR,S1,3117,3210.5,26,9,0,3154.4,48352.0,35,0,0,3286.5,46480.0,-56.1,76.0,0.9881,0.9484,1872.0,0.0387,0
242,2026-08-17,FC_BLR,S2,3389,3490.7,30,10,0,3470.4,56856.0,39,0,0,3521.2,53345.76,-20.3,30.5,0.9765,0.9625,3510.24,0.0617,0
243,2026-08-17,FC_BLR,S3,2207,2273.2,21,7,0,2234.9,42504.0,28,0,0,2325.8,40902.4,-38.3,52.6,0.9875,0.9489,1601.6,0.0377,0
244,2026-08-17,FC_DEL,S1,3279,3377.4,28,10,0,3321.1,53920.0,37,0,1,3379.0,50578.0,-56.3,1.6,0.9873,0.9704,3342.0,0.062,-1
245,2026-08-17,FC_DEL,S2,3738,3850.1,34,12,0,3867.0,67205.44,43,1,2,3858.1,62397.4,16.9,8.0,0.9666,0.9689,4808.04,0.0715,-2
246,2026-08-17,FC_DEL,S3,2314,2383.4,24,8,0,2479.2,49843.2,30,0,0,2416.4,44880.0,95.8,33.0,0.9334,0.9576,4963.2,0.0996,0
247,2026-08-17,FC_KOL,S1,2228,2294.8,19,7,5,2231.3,35028.0,27,0,0,2362.4,33696.0,-63.5,67.6,0.9985,0.9431,1332.0,0.038,5
248,2026-08-17,FC_KOL,S2,2553,2629.6,23,8,5,2553.5,42712.04,32,0,0,2692.2,41134.08,-76.1,62.6,0.9998,0.9483,1577.96,0.0369,5
249,2026-08-17,FC_KOL,S3,1646,1695.4,18,7,0,1853.9,35860.0,22,0,0,1702.8,30201.6,158.5,7.4,0.8879,0.9666,5658.4,0.1578,0
250,2026-08-17,FC_MUM,S1,2955,3043.7,27,9,0,3121.3,51840.0,34,0,0,3071.7,47056.0,77.6,28.0,0.9467,0.962,4784.0,0.0923,0
251,2026-08-17,FC_MUM,S2,3228,3324.8,29,10,0,3247.8,57902.48,39,0,0,3387.9,55595.28,-77.0,63.1,0.9939,0.9528,2307.2,0.0398,0
252,2026-08-17,FC_MUM,S3,2033,2094.0,21,7,0,2147.5,44352.0,26,0,2,2095.3,40161.0,53.5,1.3,0.9467,0.9703,4191.0,0.0945,-2
253,2026-08-17,FC_HYD,S1,2442,2515.3,21,7,0,2486.9,37296.0,28,0,0,2589.4,35840.0,-28.4,74.1,0.9819,0.9431,1456.0,0.039,0
254,2026-08-17,FC_HYD,S2,2802,2886.1,24,9,0,2807.7,45435.36,33,0,0,2934.4,43507.2,-78.4,48.3,0.998,0.9549,1928.16,0.0424,0
255,2026-08-17,FC_HYD,S3,1861,1916.8,17,6,7,1866.5,35627.9,24,0,0,1963.4,33792.0,-50.3,46.6,0.9971,0.9478,1835.9,0.0515,7
256,2026-08-18,FC_BLR,S1,2673,2753.2,22,8,0,2699.6,41504.0,30,0,0,2817.0,39840.0,-53.6,63.8,0.9901,0.9489,1664.0,0.0401,0
257,2026-08-18,FC_BLR,S2,3129,3222.9,29,10,0,3380.1,55488.16,36,0,0,3250.4,49242.24,157.2,27.5,0.9257,0.9627,6245.92,0.1126,0
258,2026-08-18,FC_BLR,S3,2006,2066.2,19,7,0,2068.8,39582.4,25,0,0,2076.6,36520.0,2.6,10.4,0.9696,0.966,3062.4,0.0774,0
259,2026-08-18,FC_DEL,S1,2966,3055.0,24,9,9,2969.6,49218.0,34,0,0,3095.8,46240.0,-85.4,40.8,0.9988,0.9581,2978.0,0.0605,9
260,2026-08-18,FC_DEL,S2,3521,3626.6,32,11,0,3617.7,62772.32,42,0,0,3677.2,58833.6,-8.9,50.6,0.9733,0.9575,3938.72,0.0627,0
261,2026-08-18,FC_DEL,S3,2188,2253.6,22,8,0,2318.1,46851.2,28,0,0,2255.3,41888.0,64.5,1.7,0.9439,0.9702,4963.2,0.1059,0
262,2026-08-18,FC_KOL,S1,2164,2228.9,20,7,0,2270.8,35096.0,26,0,0,2274.9,32448.0,41.9,46.0,0.953,0.9513,2648.0,0.0755,0
263,2026-08-18,FC_KOL,S2,2398,2469.9,22,8,0,2423.2,40211.2,30,0,0,2524.0,38563.2,-46.7,54.1,0.9896,0.9501,1648.0,0.041,0
264,2026-08-18,FC_KOL,S3,1528,1573.8,16,6,0,1633.3,31521.6,21,0,0,1625.4,28828.8,59.5,51.6,0.9355,0.9401,2692.8,0.0854,0
265,2026-08-18,FC_MUM,S1,2560,2636.8,23,8,0,2684.1,44696.0,29,0,2,2639.7,40662.0,47.3,2.9,0.9538,0.9698,4034.0,0.0903,-2
266,2026-08-18,FC_MUM,S2,3133,3227.0,29,10,0,3247.8,57902.48,37,0,2,3233.1,53286.02,20.8,6.1,0.9647,0.969,4616.46,0.0797,-2
267,2026-08-18,FC_MUM,S3,1905,1962.2,18,7,0,1907.8,39784.8,25,0,0,1998.0,38060.0,-54.4,35.8,0.9985,0.9535,1724.8,0.0434,0
268,2026-08-18,FC_HYD,S1,2254,2321.6,20,7,0,2394.5,36016.0,25,0,1,2322.0,32243.0,72.9,0.4,0.9413,0.9707,3773.0,0.1048,-1
269,2026-08-18,FC_HYD,S2,2706,2787.2,24,8,0,2732.9,43902.72,32,0,0,2845.4,42188.8,-54.3,58.2,0.9902,0.951,1713.92,0.039,0
270,2026-08-18,FC_HYD,S3,1736,1788.1,18,6,0,1885.7,35164.8,22,0,0,1799.7,30976.0,97.6,11.6,0.9206,0.9646,4188.8,0.1191,0
271,2026-08-19,FC_BLR,S1,2829,2913.9,24,8,0,2887.4,44160.0,31,0,1,2921.2,41418.0,-26.5,7.3,0.9798,0.9684,2742.0,0.0621,-1
272,2026-08-19,FC_BLR,S2,3279,3377.4,28,10,0,3289.8,54120.32,38,0,0,3430.9,51977.92,-87.6,53.5,0.9967,0.9557,2142.4,0.0396,0
273,2026-08-19,FC_BLR,S3,2088,2150.6,21,7,0,2234.9,42504.0,26,0,0,2159.7,37980.8,84.3,9.1,0.9343,0.9668,4523.2,0.1064,0
274,2026-08-19,FC_DEL,S1,2872,2958.2,24,8,7,2872.4,47118.0,33,0,0,3004.8,44880.0,-85.8,46.6,0.9999,0.9558,2238.0,0.0475,7
275,2026-08-19,FC_DEL,S2,3606,3714.2,32,11,0,3617.7,62772.32,43,0,0,3764.7,60234.4,-96.5,50.5,0.9968,0.9578,2537.92,0.0404,0
276,2026-08-19,FC_DEL,S3,2208,2274.2,21,8,0,2237.5,45355.2,29,0,0,2335.9,43384.0,-36.7,61.7,0.9868,0.9452,1971.2,0.0435,0
277,2026-08-19,FC_KOL,S1,2190,2255.7,21,7,0,2358.2,36344.0,26,0,0,2274.9,32448.0,102.5,19.2,0.9287,0.9627,3896.0,0.1072,0
278,2026-08-19,FC_KOL,S2,2454,2527.6,24,9,0,2663.0,44273.52,30,0,1,2533.2,38806.28,135.4,5.6,0.9215,0.9687,5467.24,0.1235,-1
279,2026-08-19,FC_KOL,S3,1589,1636.7,16,5,3,1593.0,30707.6,21,0,2,1642.4,29348.0,-43.7,5.7,0.9975,0.9675,1359.6,0.0443,1
280,2026-08-19,FC_MUM,S1,2725,2806.8,24,8,0,2774.5,46080.0,31,0,1,2810.5,43167.0,-32.3,3.7,0.9822,0.9696,2913.0,0.0632,-1
281,2026-08-19,FC_MUM,S2,3324,3423.7,30,10,0,3334.7,59328.0,39,1,0,3460.7,57251.52,-89.0,37.0,0.9968,0.9605,2076.48,0.035,0
282,2026-08-19,FC_MUM,S3,2036,2097.1,20,7,0,2067.6,42829.6,27,0,0,2157.8,41104.8,-29.5,60.7,0.9847,0.9436,1724.8,0.0403,0
283,2026-08-19,FC_HYD,S1,2431,2503.9,21,8,0,2564.8,38784.0,27,0,1,2507.0,34803.0,60.9,3.1,0.9478,0.9697,3981.0,0.1026,-1
284,2026-08-19,FC_HYD,S2,2615,2693.5,24,8,0,2732.9,43902.72,31,0,0,2756.5,40870.4,39.4,63.0,0.9569,0.9487,3032.32,0.0691,0
285,2026-08-19,FC_HYD,S3,1757,1809.7,16,6,4,1757.9,33418.0,22,0,2,1817.6,31510.6,-51.8,7.9,0.9995,0.9667,1907.4,0.0571,2
286,2026-08-20,FC_BLR,S1,2839,2924.2,25,9,0,3060.5,47024.0,32,0,0,3004.8,42496.0,136.3,80.6,0.9276,0.9448,4528.0,0.0963,0
287,2026-08-20,FC_BLR,S2,3321,3420.6,30,10,0,3470.4,56856.0,38,0,0,3430.9,51977.92,49.8,10.3,0.957,0.968,4878.08,0.0858,0
288,2026-08-20,FC_BLR,S3,2142,2206.3,20,7,0,2151.9,41043.2,27,0,0,2242.8,39441.6,-54.4,36.5,0.9954,0.9551,1601.6,0.039,0
289,2026-08-20,FC_DEL,S1,3331,3430.9,30,11,0,3580.3,58224.0,38,0,0,3460.1,51680.0,149.4,29.2,0.9304,0.9627,6544.0,0.1124,0
290,2026-08-20,FC_DEL,S2,3655,3764.7,32,11,4,3656.1,63835.28,43,0,0,3764.7,60234.4,-108.6,0.0,0.9997,0.9709,3600.88,0.0564,4
291,2026-08-20,FC_DEL,S3,2261,2328.8,23,8,0,2398.6,48347.2,29,0,0,2335.9,43384.0,69.8,7.1,0.9426,0.9679,4963.2,0.1027,0
292,2026-08-20,FC_KOL,S1,2240,2307.2,19,7,6,2240.9,35264.0,27,0,0,2362.4,33696.0,-66.3,55.2,0.9996,0.9482,1568.0,0.0445,6
293,2026-08-20,FC_KOL,S2,2628,2706.8,25,9,0,2747.2,45558.96,33,0,0,2776.4,42419.52,40.4,69.6,0.9566,0.9465,3139.44,0.0689,0
294,2026-08-20,FC_KOL,S3,1560,1606.8,16,6,0,1633.3,31521.6,21,0,0,1625.4,28828.8,26.5,18.6,0.9551,0.9598,2692.8,0.0854,0
295,2026-08-20,FC_MUM,S1,2884,2970.5,27,9,0,3121.3,51840.0,33,0,0,2981.3,45672.0,150.8,10.8,0.924,0.9674,6168.0,0.119,0
296,2026-08-20,FC_MUM,S2,3309,3408.3,30,10,0,3334.7,59328.0,39,1,0,3460.7,57251.52,-73.6,52.4,0.9923,0.9562,2076.48,0.035,0
297,2026-08-20,FC_MUM,S3,2076,2138.3,21,8,0,2214.6,46120.8,27,0,0,2157.8,41104.8,76.3,19.5,0.9374,0.9621,5016.0,0.1088,0
298,2026-08-20,FC_HYD,S1,2564,2640.9,22,8,0,2657.3,40064.0,29,0,0,2681.8,37120.0,16.4,40.9,0.9649,0.9561,2944.0,0.0735,0
299,2026-08-20,FC_HYD,S2,2725,2806.8,24,8,0,2732.9,43902.72,32,0,0,2845.4,42188.8,-73.9,38.6,0.9971,0.9577,1713.92,0.039,0
300,2026-08-20,FC_HYD,S3,1768,1821.0,17,6,0,1803.9,33756.8,23,0,0,1881.5,32384.0,-17.1,60.5,0.9801,0.9397,1372.8,0.0407,0
301,2026-08-21,FC_BLR,S1,3047,3138.4,25,9,0,3060.5,47024.0,34,0,0,3192.6,45152.0,-77.9,54.2,0.9956,0.9544,1872.0,0.0398,0
302,2026-08-21,FC_BLR,S2,3602,3710.1,33,11,0,3817.4,62541.6,39,3,0,3749.8,58092.0,107.3,39.7,0.9436,0.9606,4449.6,0.0711,0
303,2026-08-21,FC_BLR,S3,2230,2296.9,20,7,9,2233.7,43518.2,28,0,0,2325.8,40902.4,-63.2,28.9,0.9983,0.9588,2615.8,0.0601,9
304,2026-08-21,FC_DEL,S1,3458,3561.7,30,11,0,3580.3,58224.0,39,0,2,3571.1,53556.0,18.6,9.4,0.9658,0.9683,4668.0,0.0802,-2
305,2026-08-21,FC_DEL,S2,3807,3921.2,34,12,0,3867.0,67205.44,43,2,1,3922.7,63763.18,-54.2,1.5,0.9845,0.9705,3442.26,0.0512,-1
306,2026-08-21,FC_DEL,S3,2505,2580.2,24,9,0,2547.4,51585.6,32,0,1,2586.4,48155.8,-32.8,6.2,0.9834,0.9685,3429.8,0.0665,-1
